date,value
31/12/2020,0.36
05/01/2021,0.38
06/01/2021,0.51
07/01/2021,0.66
08/01/2021,0.85
09/01/2021,0.86
10/01/2021,0.86
11/01/2021,0.94
12/01/2021,1.02
13/01/2021,1.25
14/01/2021,1.56
15/01/2021,1.83
16/01/2021,1.87
17/01/2021,1.91
18/01/2021,2.08
19/01/2021,2.31
20/01/2021,2.44
21/01/2021,2.49
22/01/2021,2.51
23/01/2021,2.51
25/01/2021,2.51
26/01/2021,2.62
27/01/2021,2.88
28/01/2021,3.14
29/01/2021,3.43
30/01/2021,3.46
31/01/2021,3.46
01/02/2021,3.56
02/02/2021,3.7
03/02/2021,3.95
04/02/2021,4.31
05/02/2021,4.57
06/02/2021,4.6
07/02/2021,4.6
08/02/2021,4.7
09/02/2021,4.8
10/02/2021,5.03
11/02/2021,5.36
12/02/2021,5.62
13/02/2021,5.64
15/02/2021,5.81
16/02/2021,5.83
17/02/2021,6.12
18/02/2021,6.48
30/12/2020,0.19
11/01/2021,0.31
12/01/2021,0.38
13/01/2021,0.46
14/01/2021,0.52
17/01/2021,0.6
18/01/2021,0.73
19/01/2021,0.85
20/01/2021,0.99
21/01/2021,1.1
25/01/2021,1.37
26/01/2021,1.52
27/01/2021,1.67
28/01/2021,1.82
31/01/2021,1.99
01/02/2021,2.12
02/02/2021,2.28
03/02/2021,2.46
04/02/2021,2.62
07/02/2021,2.82
08/02/2021,2.9
09/02/2021,2.98
10/02/2021,3.18
11/02/2021,3.42
14/02/2021,3.66
15/02/2021,3.84
16/02/2021,4.14
17/02/2021,4.33
08/02/2021,0
09/02/2021,0.09
18/02/2021,0.31
02/02/2021,0.16
03/02/2021,0.29
04/02/2021,0.59
05/02/2021,0.79
06/02/2021,1.27
07/02/2021,1.8
08/02/2021,2.39
09/02/2021,3.01
10/02/2021,3.73
11/02/2021,4.69
12/02/2021,5.06
13/02/2021,6.12
14/02/2021,7.14
15/02/2021,8.11
16/02/2021,9.26
17/01/2021,2.65
18/01/2021,2.94
19/01/2021,3.23
20/01/2021,3.47
21/01/2021,3.74
22/01/2021,4.02
23/01/2021,4.29
24/01/2021,4.53
25/01/2021,4.8
26/01/2021,5.07
27/01/2021,5.33
28/01/2021,5.59
29/01/2021,5.85
30/01/2021,6.08
31/01/2021,6.29
01/02/2021,6.57
02/02/2021,6.85
03/02/2021,7.16
04/02/2021,7.58
05/02/2021,8.08
06/02/2021,8.51
07/02/2021,8.89
08/02/2021,9.35
09/02/2021,9.81
10/02/2021,10.1
11/02/2021,10.5
12/02/2021,10.98
13/02/2021,11.36
14/02/2021,11.7
15/02/2021,12.15
16/02/2021,12.62
17/02/2021,13.06
25/01/2021,0
01/02/2021,0.02
24/12/2020,0
27/12/2020,0.01
28/12/2020,0.01
29/12/2020,0.01
30/12/2020,0.02
04/01/2021,0.03
05/01/2021,0.04
06/01/2021,0.04
07/01/2021,0.05
08/01/2021,0.05
09/01/2021,0.06
10/01/2021,0.06
11/01/2021,0.07
12/01/2021,0.07
13/01/2021,0.15
14/01/2021,0.26
15/01/2021,0.32
16/01/2021,0.36
17/01/2021,0.37
18/01/2021,0.38
19/01/2021,0.39
20/01/2021,0.39
21/01/2021,0.43
22/01/2021,0.48
23/01/2021,0.48
24/01/2021,0.49
25/01/2021,0.5
26/01/2021,0.51
27/01/2021,0.51
28/01/2021,0.51
29/01/2021,0.51
30/01/2021,0.52
31/01/2021,0.52
01/02/2021,0.52
02/02/2021,0.53
03/02/2021,0.53
04/02/2021,0.54
05/02/2021,0.54
06/02/2021,0.55
07/02/2021,0.55
08/02/2021,0.56
09/02/2021,0.56
10/02/2021,0.56
11/02/2021,0.56
12/02/2021,0.56
13/02/2021,0.56
15/02/2021,0.58
16/02/2021,0.71
17/02/2021,0.82
18/02/2021,1.02
30/12/2020,0
18/01/2021,6.12
28/01/2021,0
30/01/2021,0.24
31/01/2021,0.34
01/02/2021,0.54
02/02/2021,0.7
03/02/2021,0.84
04/02/2021,0.95
05/02/2021,1.11
06/02/2021,1.26
08/02/2021,1.49
09/02/2021,1.67
10/02/2021,2.02
11/02/2021,2.32
12/02/2021,3.01
13/02/2021,3.76
15/02/2021,4.62
16/02/2021,5.16
17/02/2021,5.64
18/02/2021,6.05
26/01/2021,0
27/01/2021,0.01
02/02/2021,0.19
26/01/2021,0
01/02/2021,0.39
04/02/2021,0.54
06/01/2021,0.04
07/01/2021,0.09
08/01/2021,0.16
09/01/2021,0.18
10/01/2021,0.2
11/01/2021,0.21
12/01/2021,0.26
13/01/2021,0.27
15/01/2021,0.32
17/01/2021,0.45
20/01/2021,0.58
22/01/2021,0.79
24/01/2021,0.86
31/01/2021,1.03
01/02/2021,1.45
02/02/2021,1.62
03/02/2021,1.77
04/02/2021,1.93
05/02/2021,2.08
06/02/2021,2.24
07/02/2021,2.42
08/02/2021,2.42
09/02/2021,2.54
10/02/2021,2.69
11/02/2021,2.86
12/02/2021,3.03
13/02/2021,3.2
14/02/2021,3.37
15/02/2021,3.54
16/02/2021,3.64
17/02/2021,3.82
18/02/2021,4.01
14/01/2021,0
19/01/2021,1.3
22/01/2021,2.88
13/12/2020,0.19
20/12/2020,0.85
27/12/2020,1.64
03/01/2021,2.22
10/01/2021,4.86
11/01/2021,5.25
12/01/2021,5.77
13/01/2021,6.43
14/01/2021,7.07
15/01/2021,7.25
16/01/2021,7.42
17/01/2021,7.75
18/01/2021,8.16
19/01/2021,8.47
20/01/2021,8.79
21/01/2021,9.16
22/01/2021,9.35
23/01/2021,9.42
24/01/2021,9.63
25/01/2021,9.83
26/01/2021,10.09
27/01/2021,10.52
28/01/2021,11.63
29/01/2021,12.05
30/01/2021,12.62
31/01/2021,13.01
01/02/2021,13.64
02/02/2021,14.35
03/02/2021,15.28
04/02/2021,15.91
05/02/2021,16.71
06/02/2021,17.06
07/02/2021,17.48
08/02/2021,18.23
09/02/2021,19.09
10/02/2021,20.17
11/02/2021,21.23
12/02/2021,22.01
13/02/2021,22.18
14/02/2021,22.51
15/02/2021,23.17
16/02/2021,23.64
17/02/2021,24.16
27/12/2020,0
28/12/2020,0.01
29/12/2020,0.03
30/12/2020,0.04
31/12/2020,0.04
01/01/2021,0.04
02/01/2021,0.04
03/01/2021,0.04
04/01/2021,0.04
05/01/2021,0.1
06/01/2021,0.27
07/01/2021,0.39
08/01/2021,0.42
09/01/2021,0.42
10/01/2021,0.43
11/01/2021,0.43
12/01/2021,0.51
13/01/2021,0.69
14/01/2021,0.85
15/01/2021,0.93
16/01/2021,0.94
17/01/2021,0.95
18/01/2021,0.98
19/01/2021,1.08
20/01/2021,1.27
21/01/2021,1.43
22/01/2021,1.49
23/01/2021,1.5
24/01/2021,1.5
25/01/2021,1.51
26/01/2021,1.59
27/01/2021,1.94
28/01/2021,2.26
29/01/2021,2.36
30/01/2021,2.37
31/01/2021,2.37
01/02/2021,2.38
02/02/2021,2.56
03/02/2021,3.16
04/02/2021,3.79
05/02/2021,4.08
06/02/2021,4.1
07/02/2021,4.11
08/02/2021,4.13
09/02/2021,4.29
10/02/2021,4.87
11/02/2021,5.4
12/02/2021,5.6
13/02/2021,5.63
14/02/2021,5.63
15/02/2021,5.66
16/02/2021,5.8
17/02/2021,6.33
,
28/12/2020,0.03
29/12/2020,0.07
30/12/2020,0.1
31/12/2020,0.13
02/01/2021,0.14
03/01/2021,0.17
04/01/2021,0.21
05/01/2021,0.25
06/01/2021,0.27
07/01/2021,0.29
08/01/2021,0.29
09/01/2021,0.29
10/01/2021,0.31
11/01/2021,0.36
12/01/2021,0.4
13/01/2021,0.45
14/01/2021,0.47
16/01/2021,0.49
17/01/2021,0.5
18/01/2021,0.52
19/01/2021,0.55
20/01/2021,0.58
23/01/2021,0.6
24/01/2021,0.64
25/01/2021,0.68
26/01/2021,0.71
27/01/2021,0.73
08/02/2021,0.77
09/02/2021,0.85
10/02/2021,0.97
11/02/2021,1.13
12/02/2021,1.32
13/02/2021,1.52
14/02/2021,1.75
15/02/2021,2
16/02/2021,2.13
17/02/2021,2.42
18/02/2021,2.73
,
02/02/2021,0
10/02/2021,0.01
17/02/2021,0.02
19/01/2021,0
20/01/2021,0.01
21/01/2021,0.06
22/01/2021,0.12
23/01/2021,0.13
24/01/2021,0.15
25/01/2021,0.15
26/01/2021,0.17
27/01/2021,0.2
28/01/2021,0.2
29/01/2021,0.2
30/01/2021,0.2
31/01/2021,0.2
01/02/2021,0.24
02/02/2021,0.28
03/02/2021,0.29
04/02/2021,0.29
05/02/2021,0.29
06/02/2021,0.29
07/02/2021,0.29
08/02/2021,0.29
09/02/2021,0.29
10/02/2021,0.29
11/02/2021,0.29
12/02/2021,0.29
13/02/2021,0.29
14/02/2021,0.29
15/02/2021,0.29
16/02/2021,0.29
17/02/2021,0.3
09/02/2021,0
10/02/2021,0.03
11/02/2021,0.1
12/02/2021,0.17
13/02/2021,0.21
14/02/2021,0.22
15/02/2021,0.24
16/02/2021,0.33
17/02/2021,0.36
28/12/2020,0.01
29/12/2020,0.02
30/12/2020,0.1
31/12/2020,0.13
02/01/2021,0.13
03/01/2021,0.13
04/01/2021,0.24
05/01/2021,0.37
06/01/2021,0.42
07/01/2021,0.5
08/01/2021,0.53
09/01/2021,0.53
10/01/2021,0.54
11/01/2021,0.68
12/01/2021,0.82
13/01/2021,0.98
14/01/2021,1.08
15/01/2021,1.15
16/01/2021,1.21
17/01/2021,1.24
18/01/2021,1.31
19/01/2021,1.43
20/01/2021,1.56
21/01/2021,1.7
22/01/2021,1.81
23/01/2021,1.85
24/01/2021,1.87
25/01/2021,2.05
26/01/2021,2.39
27/01/2021,2.66
28/01/2021,2.9
29/01/2021,3.02
30/01/2021,3.06
31/01/2021,3.11
01/02/2021,3.25
02/02/2021,3.55
03/02/2021,3.86
04/02/2021,4.14
05/02/2021,4.27
06/02/2021,4.34
07/02/2021,4.38
09/02/2021,4.69
11/02/2021,5.27
12/02/2021,5.47
13/02/2021,5.57
14/02/2021,5.61
15/02/2021,5.7
16/02/2021,5.89
17/02/2021,6.3
18/02/2021,6.76
28/12/2020,0.05
29/12/2020,0.16
30/12/2020,0.26
03/01/2021,0.31
06/01/2021,0.41
08/01/2021,0.69
15/01/2021,1.04
22/01/2021,2.08
23/01/2021,2.28
26/01/2021,2.58
27/01/2021,2.73
28/01/2021,2.9
29/01/2021,3.1
30/01/2021,3.24
31/01/2021,3.3
01/02/2021,3.32
03/02/2021,3.44
04/02/2021,3.57
06/02/2021,3.72
07/02/2021,3.86
08/02/2021,3.88
09/02/2021,3.89
10/02/2021,3.92
11/02/2021,4.28
12/02/2021,4.59
13/02/2021,4.96
14/02/2021,5.13
15/02/2021,5.19
16/02/2021,5.29
17/02/2021,5.46
18/02/2021,5.68
22/12/2020,0
28/01/2021,1.74
28/12/2020,0.01
29/12/2020,0.01
30/12/2020,0.03
31/12/2020,0.05
01/01/2021,0.06
02/01/2021,0.07
03/01/2021,0.07
04/01/2021,0.13
05/01/2021,0.22
06/01/2021,0.3
07/01/2021,0.4
08/01/2021,0.48
09/01/2021,0.53
10/01/2021,0.56
11/01/2021,0.65
12/01/2021,0.73
13/01/2021,0.8
14/01/2021,0.87
15/01/2021,0.95
16/01/2021,1.02
17/01/2021,1.07
18/01/2021,1.22
19/01/2021,1.4
20/01/2021,1.6
21/01/2021,1.81
22/01/2021,2.01
23/01/2021,2.18
24/01/2021,2.32
25/01/2021,2.52
26/01/2021,2.75
27/01/2021,2.97
28/01/2021,3.17
29/01/2021,3.36
30/01/2021,3.5
31/01/2021,3.59
01/02/2021,3.75
02/02/2021,3.89
03/02/2021,4.01
04/02/2021,4.13
05/02/2021,4.27
06/02/2021,4.37
07/02/2021,4.45
08/02/2021,4.63
09/02/2021,4.84
10/02/2021,5.05
11/02/2021,5.25
12/02/2021,5.45
13/02/2021,5.64
14/02/2021,5.79
15/02/2021,5.98
16/02/2021,6.22
17/02/2021,6.45
18/02/2021,6.65
15/12/2020,0.02
22/12/2020,0.04
02/01/2021,0.55
13/01/2021,0.69
10/02/2021,2.67
03/02/2021,1.76
06/01/2021,0.29
07/01/2021,0.4
11/01/2021,0.51
17/01/2021,0.85
29/01/2021,1.12
01/02/2021,1.27
07/02/2021,1.27
11/02/2021,1.28
14/02/2021,1.28
16/02/2021,1.33
18/02/2021,1.44
13/12/2020,0.35
20/12/2020,1.1
27/12/2020,1.73
03/01/2021,2.12
10/01/2021,3.04
11/01/2021,3.27
12/01/2021,3.57
13/01/2021,3.87
14/01/2021,4.18
15/01/2021,4.49
16/01/2021,4.83
17/01/2021,4.92
18/01/2021,5.28
19/01/2021,5.75
20/01/2021,6.21
21/01/2021,6.65
22/01/2021,7.06
23/01/2021,7.49
24/01/2021,7.7
25/01/2021,8.13
26/01/2021,8.58
27/01/2021,9.12
28/01/2021,9.57
29/01/2021,10.09
30/01/2021,10.51
31/01/2021,10.68
01/02/2021,11.33
02/02/2021,12.04
03/02/2021,12.87
04/02/2021,13.77
05/02/2021,14.58
06/02/2021,15.56
07/02/2021,16.06
08/02/2021,17.21
09/02/2021,18.28
10/02/2021,19.44
11/02/2021,20.63
12/02/2021,21.74
13/02/2021,22.66
14/02/2021,23.24
15/02/2021,23.89
16/02/2021,24.54
17/02/2021,25.24
08/01/2021,0.1
10/01/2021,0.14
14/01/2021,0.27
20/01/2021,0.66
21/01/2021,1.25
22/01/2021,1.76
23/01/2021,2.4
24/01/2021,3.2
25/01/2021,3.77
26/01/2021,4.7
27/01/2021,5.32
28/01/2021,5.9
29/01/2021,6.33
30/01/2021,6.43
02/02/2021,7.29
03/02/2021,7.55
04/02/2021,7.74
05/02/2021,7.91
07/02/2021,8
10/02/2021,9.41
12/02/2021,10.44
14/02/2021,12.01
17/02/2021,13.9
09/01/2021,0
13/01/2021,2.03
15/01/2021,4.07
16/01/2021,7.12
19/01/2021,11.16
20/01/2021,13.39
22/01/2021,17.18
23/01/2021,18.66
25/01/2021,20.22
26/01/2021,23.1
27/01/2021,26.02
28/01/2021,29.26
29/01/2021,31.38
01/02/2021,35.67
02/02/2021,36.9
03/02/2021,37.72
06/02/2021,39.84
08/02/2021,42.4
09/02/2021,45.17
10/02/2021,48.87
11/02/2021,52.69
13/02/2021,56.92
15/02/2021,59.23
16/02/2021,61
17/02/2021,62.39
11/01/2021,0.06
12/01/2021,0.11
22/01/2021,1.03
27/01/2021,1.93
31/01/2021,2.65
02/02/2021,3.09
10/02/2021,4.38
04/01/2021,0
05/01/2021,0.01
06/01/2021,0.12
07/01/2021,0.25
08/01/2021,0.38
09/01/2021,0.41
10/01/2021,0.46
11/01/2021,0.54
12/01/2021,0.73
13/01/2021,0.86
14/01/2021,0.99
15/01/2021,1.14
16/01/2021,1.16
17/01/2021,1.16
18/01/2021,1.32
19/01/2021,1.47
20/01/2021,1.61
21/01/2021,1.75
22/01/2021,1.87
23/01/2021,1.88
24/01/2021,1.88
25/01/2021,2.04
26/01/2021,2.17
27/01/2021,2.3
28/01/2021,2.48
29/01/2021,2.7
30/01/2021,2.72
31/01/2021,2.73
01/02/2021,2.94
02/02/2021,3.17
03/02/2021,3.38
04/02/2021,3.64
05/02/2021,3.92
06/02/2021,3.97
07/02/2021,3.97
08/02/2021,4.18
09/02/2021,4.45
10/02/2021,4.69
11/02/2021,4.94
12/02/2021,5.2
13/02/2021,5.27
14/02/2021,5.47
15/02/2021,5.71
16/02/2021,5.91
17/02/2021,6.12
18/02/2021,6.31
27/12/2020,0.28
28/12/2020,0.36
29/12/2020,0.41
30/12/2020,0.43
31/12/2020,0.52
01/01/2021,0.52
02/01/2021,0.54
03/01/2021,0.57
04/01/2021,0.62
05/01/2021,0.74
06/01/2021,0.98
07/01/2021,1.24
08/01/2021,1.39
09/01/2021,1.4
10/01/2021,1.4
11/01/2021,1.43
12/01/2021,1.51
13/01/2021,1.74
14/01/2021,2.06
15/01/2021,2.29
16/01/2021,2.3
17/01/2021,2.3
18/01/2021,2.31
19/01/2021,2.42
20/01/2021,2.64
21/01/2021,2.85
22/01/2021,2.96
23/01/2021,2.99
24/01/2021,3
25/01/2021,3
26/01/2021,3.09
27/01/2021,3.32
28/01/2021,3.6
29/01/2021,3.82
30/01/2021,3.83
31/01/2021,3.83
01/02/2021,3.83
02/02/2021,3.88
03/02/2021,4.11
04/02/2021,4.46
05/02/2021,4.73
06/02/2021,4.76
07/02/2021,4.76
08/02/2021,4.78
09/02/2021,4.79
10/02/2021,4.94
11/02/2021,5.33
12/02/2021,5.73
13/02/2021,5.78
14/02/2021,5.78
15/02/2021,5.78
16/02/2021,5.83
17/02/2021,6.09
18/02/2021,6.49
04/01/2021,0.18
05/01/2021,0.3
07/01/2021,0.44
08/01/2021,0.59
11/01/2021,0.87
12/01/2021,1.04
13/01/2021,1.24
14/01/2021,1.45
15/01/2021,1.64
18/01/2021,1.92
19/01/2021,2.07
20/01/2021,2.19
21/01/2021,2.36
22/01/2021,2.49
24/01/2021,2.65
25/01/2021,2.76
26/01/2021,2.9
27/01/2021,2.98
28/01/2021,3.15
31/01/2021,3.44
01/02/2021,3.58
02/02/2021,3.77
03/02/2021,3.99
04/02/2021,4.25
07/02/2021,4.5
08/02/2021,4.64
09/02/2021,4.78
10/02/2021,4.96
11/02/2021,5.18
14/02/2021,5.48
15/02/2021,5.61
16/02/2021,5.75
17/02/2021,5.95
28/01/2021,0
29/01/2021,0.02
30/01/2021,0.18
31/01/2021,0.28
01/02/2021,0.45
02/02/2021,0.55
03/02/2021,0.65
04/02/2021,0.68
05/02/2021,0.73
06/02/2021,0.75
07/02/2021,0.76
08/02/2021,0.78
09/02/2021,0.81
10/02/2021,0.83
11/02/2021,0.83
12/02/2021,0.84
13/02/2021,0.87
14/02/2021,0.88
15/02/2021,0.9
16/02/2021,0.92
27/12/2020,0.02
03/01/2021,0.14
10/01/2021,0.47
17/01/2021,1.18
24/01/2021,2.27
31/01/2021,3.11
07/02/2021,4.03
12/02/2021,4.53
16/02/2021,5.01
17/02/2021,5.21
18/02/2021,5.48
24/01/2021,2.27
25/01/2021,2.27
26/01/2021,2.27
27/01/2021,2.99
28/01/2021,2.99
29/01/2021,2.99
30/01/2021,2.99
31/01/2021,3.63
01/02/2021,3.63
02/02/2021,3.63
03/02/2021,4.25
04/02/2021,4.25
05/02/2021,4.25
06/02/2021,4.25
07/02/2021,4.77
08/02/2021,4.77
09/02/2021,4.77
10/02/2021,5.56
11/02/2021,5.56
12/02/2021,5.56
13/02/2021,5.56
14/02/2021,6.25
13/01/2021,0
14/01/2021,0.33
15/01/2021,0.73
16/01/2021,0.8
17/01/2021,0.84
18/01/2021,0.99
19/01/2021,1.13
20/01/2021,1.25
21/01/2021,1.33
22/01/2021,1.43
23/01/2021,1.45
24/01/2021,1.48
25/01/2021,1.54
26/01/2021,1.67
27/01/2021,1.81
28/01/2021,2.01
29/01/2021,2.29
30/01/2021,2.32
31/01/2021,2.36
01/02/2021,2.53
02/02/2021,2.64
03/02/2021,2.78
04/02/2021,2.97
05/02/2021,3.04
06/02/2021,3.08
07/02/2021,3.1
08/02/2021,3.16
09/02/2021,3.24
10/02/2021,3.31
11/02/2021,3.37
12/02/2021,4.04
13/02/2021,4.4
14/02/2021,4.54
15/02/2021,4.96
16/02/2021,5.49
17/02/2021,6.19
18/02/2021,6.99
10/01/2021,0
08/02/2021,16.62
05/01/2021,8.35
07/01/2021,8.98
08/01/2021,9.52
09/01/2021,10.32
10/01/2021,10.99
11/01/2021,11.8
12/01/2021,12.9
13/01/2021,14.1
14/01/2021,15.45
15/01/2021,16.84
16/01/2021,18.18
17/01/2021,19.04
18/01/2021,19.93
19/01/2021,20.88
20/01/2021,21.85
21/01/2021,22.71
22/01/2021,23.65
23/01/2021,24.54
24/01/2021,25.15
25/01/2021,26
26/01/2021,27.07
27/01/2021,27.95
28/01/2021,29
29/01/2021,30.4
30/01/2021,31.49
31/01/2021,33.71
01/02/2021,34.79
03/02/2021,36.04
04/02/2021,38.92
06/02/2021,42.48
07/02/2021,43.62
08/02/2021,44.63
09/02/2021,45.77
10/02/2021,47.37
11/02/2021,48.45
12/02/2021,49.56
13/02/2021,50.61
14/02/2021,51.11
15/02/2021,51.43
16/02/2021,52.56
17/02/2021,53.43
18/02/2021,54.33
13/12/2020,0.13
20/12/2020,0.99
27/12/2020,1.48
03/01/2021,2.06
10/01/2021,3.94
11/01/2021,4.19
12/01/2021,4.52
13/01/2021,4.94
14/01/2021,5.42
15/01/2021,5.93
16/01/2021,6.37
17/01/2021,6.65
18/01/2021,6.96
19/01/2021,7.47
20/01/2021,8.01
21/01/2021,8.62
22/01/2021,9.32
23/01/2021,10.05
24/01/2021,10.38
25/01/2021,10.79
26/01/2021,11.25
27/01/2021,11.72
28/01/2021,12.33
29/01/2021,13.05
30/01/2021,13.95
31/01/2021,14.42
01/02/2021,14.94
02/02/2021,15.5
03/02/2021,16.19
04/02/2021,16.91
05/02/2021,17.64
06/02/2021,18.45
07/02/2021,18.86
08/02/2021,19.39
09/02/2021,20
10/02/2021,20.67
11/02/2021,21.42
12/02/2021,22.23
13/02/2021,22.98
14/02/2021,23.33
15/02/2021,23.75
16/02/2021,24.3
17/02/2021,25.04
20/12/2020,0.17
21/12/2020,0.18
23/12/2020,0.3
26/12/2020,0.58
28/12/2020,0.64
30/12/2020,0.84
02/01/2021,1.26
04/01/2021,1.36
05/01/2021,1.45
06/01/2021,1.59
07/01/2021,1.77
08/01/2021,2
11/01/2021,2.69
12/01/2021,2.79
13/01/2021,3.07
14/01/2021,3.33
15/01/2021,3.67
19/01/2021,4.7
20/01/2021,4.94
21/01/2021,5.25
22/01/2021,5.71
23/01/2021,6.14
24/01/2021,6.53
25/01/2021,6.8
26/01/2021,7.04
27/01/2021,7.37
28/01/2021,7.83
29/01/2021,8.34
30/01/2021,8.84
31/01/2021,9.31
01/02/2021,9.63
02/02/2021,9.8
03/02/2021,10.13
04/02/2021,10.53
05/02/2021,11.01
06/02/2021,11.67
07/02/2021,12.32
08/02/2021,12.68
09/02/2021,12.92
10/02/2021,13.39
11/02/2021,13.87
12/02/2021,14.48
13/02/2021,15.14
14/02/2021,15.81
16/02/2021,16.51
17/02/2021,16.83
18/02/2021,17.26
13/12/2020,0.26
20/12/2020,0.76
27/12/2020,1.15
03/01/2021,1.6
10/01/2021,2.73
11/01/2021,2.9
12/01/2021,3.22
13/01/2021,3.59
14/01/2021,4.01
17/01/2021,4.82
18/01/2021,5.14
19/01/2021,5.59
20/01/2021,6.05
21/01/2021,6.75
22/01/2021,7.64
23/01/2021,8.41
24/01/2021,8.61
25/01/2021,9.2
26/01/2021,9.93
27/01/2021,10.68
28/01/2021,11.51
29/01/2021,12.02
30/01/2021,12.82
31/01/2021,13.23
01/02/2021,13.98
02/02/2021,14.71
03/02/2021,15.6
04/02/2021,16.64
05/02/2021,17.74
06/02/2021,18.78
07/02/2021,19.24
08/02/2021,20.05
09/02/2021,20.9
10/02/2021,21.82
11/02/2021,22.83
12/02/2021,23.9
13/02/2021,24.62
14/02/2021,25.06
15/02/2021,25.47
16/02/2021,26.02
17/02/2021,26.7
13/12/2020,0
15/12/2020,0.02
19/12/2020,0.02
20/12/2020,0.04
21/12/2020,0.04
22/12/2020,0.04
23/12/2020,0.04
24/12/2020,0.04
25/12/2020,0.05
26/12/2020,0.06
27/12/2020,0.06
28/12/2020,0.07
29/12/2020,0.07
30/12/2020,0.08
31/12/2020,0.13
01/01/2021,0.13
02/01/2021,0.16
03/01/2021,0.17
04/01/2021,0.18
05/01/2021,0.2
06/01/2021,0.21
07/01/2021,0.22
08/01/2021,0.24
09/01/2021,0.3
10/01/2021,0.33
11/01/2021,0.36
12/01/2021,0.38
13/01/2021,0.43
14/01/2021,0.46
15/01/2021,0.49
16/01/2021,0.51
17/01/2021,0.52
18/01/2021,0.54
19/01/2021,0.6
20/01/2021,0.7
21/01/2021,0.74
22/01/2021,0.79
23/01/2021,0.82
24/01/2021,0.86
25/01/2021,0.89
26/01/2021,0.92
27/01/2021,1.07
28/01/2021,1.12
29/01/2021,1.18
30/01/2021,1.22
31/01/2021,1.28
01/02/2021,1.32
02/02/2021,1.35
03/02/2021,1.49
04/02/2021,1.55
05/02/2021,1.6
06/02/2021,1.66
07/02/2021,1.7
08/02/2021,1.74
09/02/2021,1.91
10/02/2021,2.01
11/02/2021,2.07
12/02/2021,2.14
13/02/2021,2.21
14/02/2021,2.26
15/02/2021,2.3
16/02/2021,2.37
17/02/2021,2.43
18/02/2021,2.49
